filial_venda;ano_mes;venda_mensal;venda_anterior;crescimento_percentual;crescimento_percentual_br;rank_crescimento
883;2023-04;52031.15;46946.39;10.83;10,83;5
884;2023-05;79383.99;46736.22;69.86;69,86;1
884;2022-11;75300.3;52314.22;43.94;43,94;2
884;2023-03;40392.07;34294.34;17.78;17,78;3
884;2023-04;46736.22;40392.07;15.71;15,71;4
884;2022-10;52314.22;58065.11;-9.9;-9,90;5
885;2022-11;50025.29;37137.33;34.7;34,70;1
885;2023-03;35903.3;26843.13;33.75;33,75;2
885;2023-05;40034.9;31038.83;28.98;28,98;3
885;2022-08;37245.25;31118.53;19.69;19,69;4
885;2022-10;37137.33;33731.43;10.1;10,10;5
886;2022-11;204652.96;110112.91;85.86;85,86;1
886;2023-03;134638.66;77267.14;74.25;74,25;2
886;2022-10;110112.91;85568.72;28.68;28,68;3
886;2023-01;110857.73;100416.45;10.4;10,40;4
886;2023-06;129855.02;120244.34;7.99;7,99;5
888;2023-05;34422.73;23444.66;46.83;46,83;1
888;2023-03;24467.56;17463.85;40.1;40,10;2
888;2022-11;33205.04;24084.18;37.87;37,87;3
888;2022-10;24084.18;20058.25;20.07;20,07;4
888;2023-01;27325.25;23463.24;16.46;16,46;5
890;2023-05;23793.31;8662.91;174.66;174,66;1
890;2022-10;18653.88;9500.19;96.35;96,35;2
890;2023-06;33527.08;23793.31;40.91;40,91;3
890;2023-03;10127.95;9071.0;11.65;11,65;4
890;2023-01;14553.88;13737.26;5.94;5,94;5
891;2022-11;50839.33;17826.13;185.2;185,20;1
891;2023-03;38557.48;16394.4;135.19;135,19;2
891;2023-06;45347.57;33756.05;34.34;34,34;3
891;2023-05;33756.05;30843.41;9.44;9,44;4
891;2022-10;17826.13;19860.93;-10.25;-10,25;5
894;2022-11;131185.07;51336.18;155.54;155,54;1
894;2023-03;81496.11;51576.37;58.01;58,01;2
894;2023-04;97207.52;81496.11;19.28;19,28;3
894;2023-05;108657.75;97207.52;11.78;11,78;4
894;2023-06;103050.88;108657.75;-5.16;-5,16;5
896;2022-11;87388.61;49636.21;76.06;76,06;1
896;2023-05;62380.46;45827.94;36.12;36,12;2
896;2023-01;40531.4;30495.63;32.91;32,91;3
896;2023-03;44138.5;34273.62;28.78;28,78;4
896;2022-10;49636.21;40828.49;21.57;21,57;5
897;2022-11;58658.49;38120.37;53.88;53,88;1
897;2023-01;49248.28;34933.39;40.98;40,98;2
897;2023-05;58060.01;45989.68;26.25;26,25;3
897;2022-10;38120.37;30845.07;23.59;23,59;4
897;2023-04;45989.68;39744.87;15.71;15,71;5
898;2022-11;307525.63;175080.14;75.65;75,65;1
898;2023-03;154253.76;116574.43;32.32;32,32;2
898;2023-05;197841.52;150018.59;31.88;31,88;3
898;2022-10;175080.14;145847.4;20.04;20,04;4
898;2023-01;162757.18;144168.6;12.89;12,89;5
899;2022-11;42586.55;30485.98;39.69;39,69;1
899;2023-05;31890.09;23110.27;37.99;37,99;2
899;2023-02;23148.97;18110.22;27.82;27,82;3
899;2023-03;27169.29;23148.97;17.37;17,37;4
899;2022-09;30849.95;26526.58;16.3;16,30;5
900;2023-03;77978.63;41320.38;88.72;88,72;1
900;2022-11;81270.44;50503.89;60.92;60,92;2
900;2022-10;50503.89;40085.33;25.99;25,99;3
900;2023-05;73939.16;64447.83;14.73;14,73;4
900;2023-01;64172.82;61399.52;4.52;4,52;5
901;2022-11;35126.9;21896.99;60.42;60,42;1
901;2023-05;25601.32;22207.26;15.28;15,28;2
901;2022-10;21896.99;19289.2;13.52;13,52;3
901;2023-03;23460.14;20746.25;13.08;13,08;4
901;2023-01;22942.27;22029.62;4.14;4,14;5
902;2023-03;46608.93;34585.65;34.76;34,76;1
902;2022-11;53217.62;46077.91;15.49;15,49;2
902;2022-09;40975.47;36018.44;13.76;13,76;3
902;2023-02;34585.65;30599.35;13.03;13,03;4
902;2022-10;46077.91;40975.47;12.45;12,45;5
903;2023-01;18431.6;9152.63;101.38;101,38;1
903;2022-11;21817.04;11590.4;88.23;88,23;2
903;2023-04;18744.26;12447.35;50.59;50,59;3
903;2023-06;19903.07;15007.31;32.62;32,62;4
903;2022-10;11590.4;11008.41;5.29;5,29;5
904;2022-11;94597.27;37943.45;149.31;149,31;1
904;2023-05;73494.27;55517.73;32.38;32,38;2
904;2023-03;56854.08;44687.18;27.23;27,23;3
904;2023-01;53783.04;43563.3;23.46;23,46;4
904;2022-10;37943.45;30924.05;22.7;22,70;5
906;2022-11;123420.71;80878.5;52.6;52,60;1
906;2022-10;80878.5;61930.15;30.6;30,60;2
906;2022-09;61930.15;48166.42;28.58;28,58;3
906;2023-01;81121.82;70487.55;15.09;15,09;4
906;2023-04;71709.64;64656.64;10.91;10,91;5
907;2023-03;29586.98;16263.17;81.93;81,93;1
907;2022-11;33468.23;28676.71;16.71;16,71;2
907;2023-04;32693.99;29586.98;10.5;10,50;3
907;2023-06;31031.92;28207.14;10.01;10,01;4
907;2023-01;24071.26;22353.51;7.68;7,68;5
908;2022-11;54273.68;28953.39;87.45;87,45;1
908;2023-05;59543.02;33777.94;76.28;76,28;2
908;2023-01;49080.75;31064.54;58.0;58,00;3
908;2023-03;37237.04;32503.24;14.56;14,56;4
908;2022-10;28953.39;26489.83;9.3;9,30;5
909;2022-11;28188.55;19619.86;43.67;43,67;1
909;2023-04;25290.55;19126.64;32.23;32,23;2
909;2022-10;19619.86;16073.49;22.06;22,06;3
909;2022-08;19948.01;18079.95;10.33;10,33;4
909;2023-01;27616.56;25226.45;9.47;9,47;5
910;2023-05;63819.79;38622.52;65.24;65,24;1
910;2022-11;54462.53;32960.71;65.23;65,23;2
910;2022-09;37058.39;31387.24;18.07;18,07;3
910;2023-03;35872.71;30850.29;16.28;16,28;4
910;2023-04;38622.52;35872.71;7.67;7,67;5
911;2023-05;47664.65;27458.3;73.59;73,59;1
911;2022-11;58184.31;35124.31;65.65;65,65;2
911;2023-03;32013.39;23196.87;38.01;38,01;3
911;2023-01;36959.22;28682.04;28.86;28,86;4
911;2022-10;35124.31;32140.55;9.28;9,28;5
912;2022-11;85289.4;47646.91;79.0;79,00;1
912;2023-05;63963.94;44541.87;43.6;43,60;2
912;2022-10;47646.91;43973.61;8.35;8,35;3
912;2023-03;45502.0;42037.56;8.24;8,24;4
912;2023-01;58278.82;55008.79;5.94;5,94;5
913;2022-11;157209.36;103431.78;51.99;51,99;1
913;2022-10;103431.78;77246.77;33.9;33,90;2
913;2023-05;95171.09;72150.98;31.91;31,91;3
913;2023-03;77613.72;70764.45;9.68;9,68;4
913;2023-04;72150.98;77613.72;-7.04;-7,04;5
914;2022-11;67273.16;34380.55;95.67;95,67;1
914;2023-05;50229.77;38907.86;29.1;29,10;2
914;2023-01;42462.22;34146.46;24.35;24,35;3
914;2023-04;38907.86;31368.03;24.04;24,04;4
914;2022-10;34380.55;29735.63;15.62;15,62;5
915;2023-05;91934.48;59705.34;53.98;53,98;1
915;2023-03;85999.86;63862.09;34.66;34,66;2
915;2022-09;115746.06;86187.07;34.3;34,30;3
915;2022-11;154616.66;115640.64;33.7;33,70;4
915;2022-10;115640.64;115746.06;-0.09;-0,09;5
916;2022-11;52414.01;38065.73;37.69;37,69;1
916;2023-04;49447.18;36573.1;35.2;35,20;2
916;2023-06;49478.92;47675.99;3.78;3,78;3
916;2023-01;46685.98;45790.21;1.96;1,96;4
916;2022-08;51639.44;51536.27;0.2;0,20;5
918;2022-10;54083.86;39566.8;36.69;36,69;1
918;2023-05;66795.18;50858.96;31.33;31,33;2
918;2023-04;50858.96;40836.81;24.54;24,54;3
918;2022-11;66466.37;54083.86;22.9;22,90;4
918;2023-01;43367.53;37655.72;15.17;15,17;5
919;2023-05;27192.65;9259.89;193.66;193,66;1
919;2023-03;15305.85;7096.21;115.69;115,69;2
919;2022-11;15980.99;11850.33;34.86;34,86;3
919;2022-12;15704.94;15980.99;-1.73;-1,73;4
919;2022-08;20487.29;23142.0;-11.47;-11,47;5
920;2023-03;17881.03;12688.24;40.93;40,93;1
920;2022-11;26753.94;20648.11;29.57;29,57;2
920;2023-05;22111.13;17542.42;26.04;26,04;3
920;2023-01;26136.13;22889.41;14.18;14,18;4
920;2023-06;22921.03;22111.13;3.66;3,66;5
922;2022-11;43723.96;23347.75;87.27;87,27;1
922;2023-06;33545.46;23391.97;43.41;43,41;2
922;2023-03;33367.74;31524.82;5.85;5,85;3
922;2023-05;23391.97;22721.64;2.95;2,95;4
922;2022-10;23347.75;23457.35;-0.47;-0,47;5
924;2022-10;46613.52;31030.51;50.22;50,22;1
924;2022-11;63545.36;46613.52;36.32;36,32;2
924;2023-04;54172.39;43065.45;25.79;25,79;3
924;2023-03;43065.45;37188.45;15.8;15,80;4
924;2023-06;56564.31;53706.25;5.32;5,32;5
925;2022-09;26511.83;8024.8;230.37;230,37;1
925;2022-11;40122.88;20706.47;93.77;93,77;2
925;2023-05;33383.01;28043.31;19.04;19,04;3
925;2023-04;28043.31;25344.95;10.65;10,65;4
925;2023-03;25344.95;23405.31;8.29;8,29;5
926;2022-08;26678.34;19270.15;38.44;38,44;1
926;2023-05;20460.25;15992.89;27.93;27,93;2
926;2022-10;25138.25;20672.14;21.6;21,60;3
926;2022-12;26357.77;23478.11;12.27;12,27;4
926;2023-03;21186.86;19718.13;7.45;7,45;5
927;2022-11;73573.86;57238.63;28.54;28,54;1
927;2023-03;47741.23;37829.14;26.2;26,20;2
927;2023-04;58664.91;47741.23;22.88;22,88;3
927;2023-05;66299.25;58664.91;13.01;13,01;4
927;2023-02;37829.14;33579.85;12.65;12,65;5
928;2022-11;69242.01;46664.79;48.38;48,38;1
928;2022-10;46664.79;35691.04;30.75;30,75;2
928;2023-04;50314.89;39132.03;28.58;28,58;3
928;2023-05;57938.03;50314.89;15.15;15,15;4
928;2023-03;39132.03;39810.9;-1.71;-1,71;5
929;2022-10;14325.19;7503.65;90.91;90,91;1
929;2023-05;16215.58;10784.93;50.35;50,35;2
929;2022-11;17990.37;14325.19;25.59;25,59;3
929;2023-02;13741.57;11359.66;20.97;20,97;4
929;2023-03;16621.52;13741.57;20.96;20,96;5
1007;2023-06;9335.91;2101.49;344.25;344,25;1
1007;2022-10;8188.79;2455.89;233.43;233,43;2
1007;2023-04;7275.18;3299.8;120.47;120,47;3
1007;2022-12;7973.44;7730.68;3.14;3,14;4
1007;2023-01;8134.17;7973.44;2.02;2,02;5
1008;2022-10;16381.68;9089.23;80.23;80,23;1
1008;2023-06;23266.12;16094.81;44.56;44,56;2
1008;2023-05;16094.81;12531.39;28.44;28,44;3
1008;2022-11;20740.8;16381.68;26.61;26,61;4
1008;2023-03;12771.93;10382.14;23.02;23,02;5
1009;2023-03;23924.08;14167.77;68.86;68,86;1
1009;2023-04;38733.91;23924.08;61.9;61,90;2
1009;2022-10;33109.04;22165.95;49.37;49,37;3
1009;2022-11;34965.6;33109.04;5.61;5,61;4
1009;2022-09;22165.95;21607.7;2.58;2,58;5
1010;2022-10;19449.4;13884.32;40.08;40,08;1
1010;2023-05;25664.22;19033.94;34.83;34,83;2
1010;2023-03;21277.29;15905.86;33.77;33,77;3
1010;2022-12;21243.09;16622.57;27.8;27,80;4
1010;2023-06;28247.2;25664.22;10.06;10,06;5
1011;2022-11;34696.5;22730.86;52.64;52,64;1
1011;2023-03;22033.88;16603.19;32.71;32,71;2
1011;2022-08;25272.73;19077.2;32.48;32,48;3
1011;2022-10;22730.86;18440.5;23.27;23,27;4
1011;2022-12;38983.1;34696.5;12.35;12,35;5
1012;2023-03;84154.62;53134.5;58.38;58,38;1
1012;2022-10;82768.91;55554.06;48.99;48,99;2
1012;2023-05;97818.76;82449.15;18.64;18,64;3
1012;2022-11;95532.49;82768.91;15.42;15,42;4
1012;2023-01;79882.99;69608.11;14.76;14,76;5
1013;2022-11;14279.28;6719.35;112.51;112,51;1
1013;2023-04;17691.93;10634.52;66.36;66,36;2
1013;2023-01;14016.01;11875.18;18.03;18,03;3
1013;2023-05;19707.41;17691.93;11.39;11,39;4
1013;2022-08;13640.47;12616.16;8.12;8,12;5
1014;2022-08;21665.07;10949.69;97.86;97,86;1
1014;2022-11;51516.46;29469.14;74.81;74,81;2
1014;2023-05;27479.69;18895.47;45.43;45,43;3
1014;2023-03;21594.02;16414.48;31.55;31,55;4
1014;2022-10;29469.14;24451.75;20.52;20,52;5
1015;2023-03;26801.66;19605.14;36.71;36,71;1
1015;2022-11;31520.53;24252.87;29.97;29,97;2
1015;2022-08;29682.44;23106.35;28.46;28,46;3
1015;2022-10;24252.87;21308.79;13.82;13,82;4
1015;2023-04;28860.08;26801.66;7.68;7,68;5
1016;2022-11;76307.03;37458.23;103.71;103,71;1
1016;2023-05;75326.81;47217.76;59.53;59,53;2
1016;2023-03;54301.15;45117.44;20.36;20,36;3
1016;2022-08;68388.0;61517.25;11.17;11,17;4
1016;2023-01;50675.32;53320.87;-4.96;-4,96;5
1017;2023-01;25317.26;11795.72;114.63;114,63;1
1017;2023-04;10944.45;6314.44;73.32;73,32;2
1017;2023-05;17235.93;10944.45;57.49;57,49;3
1017;2022-12;11795.72;8133.89;45.02;45,02;4
1017;2022-10;6788.72;5074.17;33.79;33,79;5
1018;2023-06;26214.73;19126.6;37.06;37,06;1
1018;2023-02;33157.01;25381.78;30.63;30,63;2
1018;2022-08;26953.89;20837.53;29.35;29,35;3
1018;2022-11;29282.93;23128.62;26.61;26,61;4
1018;2023-01;25381.78;20077.81;26.42;26,42;5
1019;2022-11;65346.84;45897.59;42.38;42,38;1
1019;2023-02;50045.7;35738.94;40.03;40,03;2
1019;2023-05;59274.67;45523.66;30.21;30,21;3
1019;2022-09;45218.5;44354.17;1.95;1,95;4
1019;2022-10;45897.59;45218.5;1.5;1,50;5
1020;2022-10;127336.56;96175.58;32.4;32,40;1
1020;2023-05;147616.25;123896.11;19.15;19,15;2
1020;2023-04;123896.11;107145.43;15.63;15,63;3
1020;2023-03;107145.43;97134.61;10.31;10,31;4
1020;2022-11;139013.6;127336.56;9.17;9,17;5
1021;2022-11;54561.24;36046.22;51.36;51,36;1
1021;2023-04;32433.44;22871.27;41.81;41,81;2
1021;2023-05;38273.15;32433.44;18.01;18,01;3
1021;2022-10;36046.22;31689.86;13.75;13,75;4
1021;2023-02;27085.83;24075.04;12.51;12,51;5
1022;2022-10;15186.42;5696.25;166.6;166,60;1
1022;2023-01;12137.74;6723.05;80.54;80,54;2
1022;2023-02;14668.14;12137.74;20.85;20,85;3
1022;2023-05;10895.24;9557.84;13.99;13,99;4
1022;2023-06;10804.41;10895.24;-0.83;-0,83;5
1023;2022-08;9249.17;2312.93;299.89;299,89;1
1023;2023-02;8707.85;4293.71;102.8;102,80;2
1023;2022-10;8178.4;4619.42;77.04;77,04;3
1023;2022-11;14373.05;8178.4;75.74;75,74;4
1023;2023-05;10554.56;7243.18;45.72;45,72;5
1024;2023-03;107994.23;71394.87;51.26;51,26;1
1024;2022-11;137723.31;92931.6;48.2;48,20;2
1024;2022-10;92931.6;67300.81;38.08;38,08;3
1024;2023-01;93406.3;73532.63;27.03;27,03;4
1024;2023-05;94933.76;85505.94;11.03;11,03;5
1025;2022-12;76886.25;57527.34;33.65;33,65;1
1025;2022-10;47902.43;36792.4;30.2;30,20;2
1025;2022-08;53879.97;44776.5;20.33;20,33;3
1025;2022-11;57527.34;47902.43;20.09;20,09;4
1025;2023-05;58348.51;53329.05;9.41;9,41;5
1026;2022-11;161118.01;107163.6;50.35;50,35;1
1026;2023-03;130710.73;97515.94;34.04;34,04;2
1026;2022-10;107163.6;81213.4;31.95;31,95;3
1026;2023-01;130117.64;102650.45;26.76;26,76;4
1026;2023-05;132480.93;120906.56;9.57;9,57;5
1027;2022-11;50176.48;30736.84;63.25;63,25;1
1027;2023-05;18573.96;11380.71;63.21;63,21;2
1027;2022-09;26763.03;20451.94;30.86;30,86;3
1027;2022-10;30736.84;26763.03;14.85;14,85;4
1027;2022-08;20451.94;19039.05;7.42;7,42;5
1028;2023-05;30512.35;23837.95;28.0;28,00;1
1028;2023-03;23963.96;19237.21;24.57;24,57;2
1028;2022-12;32461.93;26867.1;20.82;20,82;3
1028;2022-11;26867.1;22250.27;20.75;20,75;4
1028;2022-10;22250.27;18475.98;20.43;20,43;5
1029;2023-03;26062.66;22581.16;15.42;15,42;1
1029;2022-10;37743.29;33809.13;11.64;11,64;2
1029;2022-11;41021.97;37743.29;8.69;8,69;3
1029;2022-09;33809.13;31815.36;6.27;6,27;4
1029;2022-08;31815.36;31275.75;1.73;1,73;5
1031;2022-11;45442.95;18818.68;141.48;141,48;1
1031;2022-08;41334.71;25144.67;64.39;64,39;2
1031;2023-03;34455.77;26902.85;28.07;28,07;3
1031;2023-06;48807.56;39928.13;22.24;22,24;4
1031;2023-05;39928.13;36683.41;8.85;8,85;5
1032;2023-03;47340.05;26074.07;81.56;81,56;1
1032;2022-11;39013.87;30679.61;27.17;27,17;2
1032;2022-08;35228.24;32949.04;6.92;6,92;3
1032;2023-05;34614.85;32886.29;5.26;5,26;4
1032;2022-12;40645.45;39013.87;4.18;4,18;5
1033;2022-11;31607.33;15334.05;106.13;106,13;1
1033;2022-09;20317.94;12892.8;57.59;57,59;2
1033;2023-01;41722.81;31403.57;32.86;32,86;3
1033;2022-08;12892.8;10077.99;27.93;27,93;4
1033;2023-05;34038.61;27717.3;22.81;22,81;5
1034;2023-05;21160.84;17051.49;24.1;24,10;1
1034;2023-06;25264.09;21160.84;19.39;19,39;2
1034;2023-01;41409.37;35732.55;15.89;15,89;3
1034;2022-10;37368.71;36231.72;3.14;3,14;4
1034;2022-09;36231.72;36194.0;0.1;0,10;5
1035;2022-10;55171.49;43186.12;27.75;27,75;1
1035;2023-05;53188.85;43800.65;21.43;21,43;2
1035;2023-03;42082.18;37412.17;12.48;12,48;3
1035;2023-01;47114.49;44096.69;6.84;6,84;4
1035;2022-08;46807.99;44077.54;6.19;6,19;5
1036;2022-10;24902.32;13971.18;78.24;78,24;1
1036;2023-03;28886.26;20127.65;43.52;43,52;2
1036;2023-05;32423.29;23416.02;38.47;38,47;3
1036;2022-11;32173.18;24902.32;29.2;29,20;4
1036;2022-12;33410.53;32173.18;3.85;3,85;5
1037;2022-10;21577.02;11571.71;86.46;86,46;1
1037;2023-04;16678.75;12118.84;37.63;37,63;2
1037;2023-01;26885.6;21552.01;24.75;24,75;3
1037;2023-05;19368.92;16678.75;16.13;16,13;4
1037;2022-11;24667.77;21577.02;14.32;14,32;5
1038;2023-03;9059.17;6588.17;37.51;37,51;1
1038;2022-09;15344.9;11691.02;31.25;31,25;2
1038;2023-04;11045.95;9059.17;21.93;21,93;3
1038;2023-06;9953.68;8556.77;16.33;16,33;4
1038;2022-12;11392.0;10108.23;12.7;12,70;5
1039;2022-11;14596.04;8409.49;73.57;73,57;1
1039;2022-09;8332.9;5133.23;62.33;62,33;2
1039;2023-05;5799.96;4500.72;28.87;28,87;3
1039;2023-06;6463.02;5799.96;11.43;11,43;4
1039;2023-01;10114.29;9618.06;5.16;5,16;5
1040;2023-03;74235.49;41952.01;76.95;76,95;1
1040;2022-10;54668.02;33901.37;61.26;61,26;2
1040;2023-06;44164.36;37564.24;17.57;17,57;3
1040;2022-12;62330.51;57125.8;9.11;9,11;4
1040;2022-11;57125.8;54668.02;4.5;4,50;5
1041;2022-10;56083.92;37897.19;47.99;47,99;1
1041;2022-11;73566.47;56083.92;31.17;31,17;2
1041;2023-03;52001.24;45434.55;14.45;14,45;3
1041;2023-06;38689.56;38768.82;-0.2;-0,20;4
1041;2023-05;38768.82;42578.32;-8.95;-8,95;5
1042;2022-10;56784.46;39082.73;45.29;45,29;1
1042;2022-11;75532.98;56784.46;33.02;33,02;2
1042;2023-03;45819.47;38905.28;17.77;17,77;3
1042;2023-05;52020.63;47997.37;8.38;8,38;4
1042;2023-04;47997.37;45819.47;4.75;4,75;5
1043;2023-05;53809.56;39822.12;35.12;35,12;1
1043;2022-11;58537.89;44842.63;30.54;30,54;2
1043;2023-04;39822.12;33207.82;19.92;19,92;3
1043;2022-09;45043.38;41156.4;9.44;9,44;4
1043;2022-10;44842.63;45043.38;-0.45;-0,45;5
1044;2023-03;75283.3;48434.6;55.43;55,43;1
1044;2022-11;80563.86;66021.54;22.03;22,03;2
1044;2022-10;66021.54;54469.06;21.21;21,21;3
1044;2023-05;80132.58;76540.37;4.69;4,69;4
1044;2023-04;76540.37;75283.3;1.67;1,67;5
1046;2022-11;62858.98;40296.81;55.99;55,99;1
1046;2023-04;39337.93;31920.06;23.24;23,24;2
1046;2023-05;48426.1;39337.93;23.1;23,10;3
1046;2022-10;40296.81;34042.61;18.37;18,37;4
1046;2023-03;31920.06;28007.27;13.97;13,97;5
1047;2022-11;64628.77;45263.19;42.78;42,78;1
1047;2023-03;65554.64;54273.85;20.78;20,78;2
1047;2023-06;58965.39;50993.7;15.63;15,63;3
1047;2023-01;54046.85;49433.42;9.33;9,33;4
1047;2022-10;45263.19;41763.48;8.38;8,38;5
1048;2022-11;84845.38;43995.55;92.85;92,85;1
1048;2023-03;56966.96;47215.66;20.65;20,65;2
1048;2023-04;66210.27;56966.96;16.23;16,23;3
1048;2022-09;53605.05;51750.67;3.58;3,58;4
1048;2023-06;63963.62;63360.97;0.95;0,95;5
1050;2022-10;12164.54;7893.12;54.12;54,12;1
1050;2023-01;13974.86;9487.61;47.3;47,30;2
1050;2022-11;17056.68;12164.54;40.22;40,22;3
1050;2023-03;17115.92;15047.95;13.74;13,74;4
1050;2023-02;15047.95;13974.86;7.68;7,68;5
1054;2022-11;30995.06;21719.79;42.7;42,70;1
1054;2023-05;41290.47;31533.29;30.94;30,94;2
1054;2023-04;31533.29;26395.93;19.46;19,46;3
1054;2022-10;21719.79;19019.63;14.2;14,20;4
1054;2023-03;26395.93;24012.68;9.92;9,92;5
1055;2022-11;33010.9;16801.35;96.48;96,48;1
1055;2023-03;34009.32;20700.72;64.29;64,29;2
1055;2022-08;27160.07;16964.99;60.09;60,09;3
1055;2023-01;32448.88;22199.57;46.17;46,17;4
1055;2022-09;30180.35;27160.07;11.12;11,12;5
1072;2022-11;114621.39;69033.9;66.04;66,04;1
1072;2023-05;69835.49;51854.84;34.67;34,67;2
1072;2023-03;71424.58;56325.07;26.81;26,81;3
1072;2023-06;79488.09;69835.49;13.82;13,82;4
1072;2022-10;69033.9;61637.65;12.0;12,00;5
1073;2022-11;54519.99;24439.19;123.08;123,08;1
1073;2023-03;39930.78;22892.07;74.43;74,43;2
1073;2023-05;42407.73;32981.65;28.58;28,58;3
1073;2022-10;24439.19;21652.51;12.87;12,87;4
1073;2023-06;41988.71;42407.73;-0.99;-0,99;5
1074;2022-11;122227.91;73084.33;67.24;67,24;1
1074;2023-03;88534.97;63166.77;40.16;40,16;2
1074;2022-10;73084.33;61694.28;18.46;18,46;3
1074;2022-09;61694.28;58158.28;6.08;6,08;4
1074;2023-05;75858.12;72653.79;4.41;4,41;5
1075;2023-03;48208.94;26652.75;80.88;80,88;1
1075;2022-11;62748.12;41538.55;51.06;51,06;2
1075;2022-10;41538.55;31764.8;30.77;30,77;3
1075;2023-05;55767.2;42659.24;30.73;30,73;4
1075;2023-01;47696.2;44452.1;7.3;7,30;5
1076;2022-12;38924.99;20199.22;92.71;92,71;1
1076;2022-09;12271.89;6565.21;86.92;86,92;2
1076;2022-11;20199.22;11097.26;82.02;82,02;3
1076;2023-04;30711.59;25466.36;20.6;20,60;4
1076;2023-05;32064.51;30711.59;4.41;4,41;5
1077;2023-03;32659.97;18231.42;79.14;79,14;1
1077;2022-11;46634.7;32952.71;41.52;41,52;2
1077;2023-06;42496.12;33154.7;28.18;28,18;3
1077;2022-09;34698.55;29724.93;16.73;16,73;4
1077;2023-05;33154.7;32402.19;2.32;2,32;5
1078;2022-10;28229.33;20053.82;40.77;40,77;1
1078;2023-03;30202.28;24823.67;21.67;21,67;2
1078;2023-01;31062.61;26645.18;16.58;16,58;3
1078;2023-05;31011.82;27085.75;14.49;14,49;4
1078;2022-12;26645.18;24826.84;7.32;7,32;5
1079;2022-11;54924.75;28407.01;93.35;93,35;1
1079;2022-10;28407.01;21062.64;34.87;34,87;2
1079;2023-03;32396.23;26585.46;21.86;21,86;3
1079;2023-05;35861.07;32533.34;10.23;10,23;4
1079;2023-01;49267.15;45940.66;7.24;7,24;5
1080;2022-10;109402.3;78451.14;39.45;39,45;1
1080;2023-06;90317.47;70812.71;27.54;27,54;2
1080;2023-03;73678.0;59906.99;22.99;22,99;3
1080;2022-11;122016.45;109402.3;11.53;11,53;4
1080;2023-05;70812.71;68464.26;3.43;3,43;5
1081;2023-03;34326.81;19607.57;75.07;75,07;1
1081;2023-06;34537.09;21579.97;60.04;60,04;2
1081;2023-01;35678.72;26016.43;37.14;37,14;3
1081;2022-11;38276.56;29300.75;30.63;30,63;4
1081;2022-10;29300.75;24332.89;20.42;20,42;5
1082;2022-11;99470.81;53340.94;86.48;86,48;1
1082;2023-03;70742.13;56734.96;24.69;24,69;2
1082;2023-06;69361.34;55775.21;24.36;24,36;3
1082;2022-10;53340.94;48940.7;8.99;8,99;4
1082;2023-05;55775.21;53209.09;4.82;4,82;5
1083;2022-11;44145.23;29663.77;48.82;48,82;1
1083;2023-06;36874.31;25211.5;46.26;46,26;2
1083;2022-10;29663.77;24140.39;22.88;22,88;3
1083;2023-01;38484.85;32416.21;18.72;18,72;4
1083;2023-03;29841.81;31424.81;-5.04;-5,04;5
1084;2022-10;168665.33;108084.21;56.05;56,05;1
1084;2023-03;184260.12;127841.26;44.13;44,13;2
1084;2022-11;240543.12;168665.33;42.62;42,62;3
1084;2023-05;175963.2;153654.47;14.52;14,52;4
1084;2023-06;168483.71;175963.2;-4.25;-4,25;5
1085;2022-11;111932.32;76699.83;45.94;45,94;1
1085;2023-03;86562.53;64489.37;34.23;34,23;2
1085;2023-05;112285.92;88038.63;27.54;27,54;3
1085;2023-06;119933.02;112285.92;6.81;6,81;4
1085;2022-08;101266.78;94977.62;6.62;6,62;5
1086;2022-10;73560.48;50648.27;45.24;45,24;1
1086;2022-11;101904.28;73560.48;38.53;38,53;2
1086;2023-05;59898.15;50622.73;18.32;18,32;3
1086;2023-06;65061.66;59898.15;8.62;8,62;4
1086;2023-03;64718.13;60221.99;7.47;7,47;5
1087;2023-03;19152.2;8925.52;114.58;114,58;1
1087;2022-10;17998.47;11560.83;55.68;55,68;2
1087;2023-05;23409.84;17318.29;35.17;35,17;3
1087;2022-08;18213.09;14641.2;24.4;24,40;4
1087;2022-11;20302.61;17998.47;12.8;12,80;5
1088;2023-03;76462.64;58775.07;30.09;30,09;1
1088;2022-10;99177.0;76413.15;29.79;29,79;2
1088;2022-11;114329.04;99177.0;15.28;15,28;3
1088;2023-05;68830.36;67810.45;1.5;1,50;4
1088;2023-06;68123.16;68830.36;-1.03;-1,03;5
1089;2023-03;42151.8;24755.14;70.27;70,27;1
1089;2022-09;35108.06;22579.87;55.48;55,48;2
1089;2022-11;45217.49;29369.26;53.96;53,96;3
1089;2023-01;45461.1;35702.32;27.33;27,33;4
1089;2023-05;34216.96;29345.49;16.6;16,60;5
1090;2022-11;37497.6;18754.09;99.94;99,94;1
1090;2023-06;38185.14;26679.88;43.12;43,12;2
1090;2022-10;18754.09;13968.56;34.26;34,26;3
1090;2023-05;26679.88;20571.74;29.69;29,69;4
1090;2023-01;29150.64;23809.58;22.43;22,43;5
1092;2022-11;185968.21;131499.24;41.42;41,42;1
1092;2023-03;138525.9;106881.4;29.61;29,61;2
1092;2022-10;131499.24;102222.2;28.64;28,64;3
1092;2023-05;141602.44;120812.78;17.21;17,21;4
1092;2023-01;142777.67;135556.68;5.33;5,33;5
1093;2022-11;141712.51;71030.17;99.51;99,51;1
1093;2023-03;76376.39;59722.24;27.89;27,89;2
